"","V1","V2","V3","V4","V5"
"1","Avro",100,0.029,0.014,1248
"2","Avro",1000,0.006,0.004,10249
"3","Avro",10000,0.012,0.012,100270
"4","Avro",20000,0.014,0.011,200311
"5","Avro",100000,0.067,0.065,1000564
"6","Avro",200000,0.089,0.086,2000900
"7","Avro",500000,0.11,0.067,5001886
"8","Avro",1000000,0.155,0.127,10003525
"9","Avro",2000000,0.324,0.223,20006801
"10","Avro",3000000,0.665,0.326,30010077
"11","Avro",4000000,0.777,0.531,40013353
"12","Avro",5000000,0.794,0.536,50016650
"13","Kryo",100,0,0.01,115
"14","Kryo",1000,0,0.001,1015
"15","Kryo",10000,0,0.003,10016
"16","Kryo",20000,0,0.002,20016
"17","Kryo",100000,0,0.003,100016
"18","Kryo",200000,0,0.005,200016
"19","Kryo",500000,0,0.008,500016
"20","Kryo",1000000,0,0.015,1000016
"21","Kryo",2000000,0,0.05,2000017
"22","Kryo",3000000,0,0.045,3000017
"23","Kryo",4000000,0,0.059,4000017
"24","Kryo",5000000,0,0.074,5000017
"25","MessagePack",100,0.008,0.009,1100
"26","MessagePack",1000,0.005,0.002,11000
"27","MessagePack",10000,0.006,0.006,110000
"28","MessagePack",20000,0.023,0.007,220000
"29","MessagePack",100000,0.01,0.008,1100000
"30","MessagePack",200000,0.018,0.012,2200000
"31","MessagePack",500000,0.041,0.029,5500000
"32","MessagePack",1000000,0.077,0.071,11000000
"33","MessagePack",2000000,0.156,0.12,22000000
"34","MessagePack",3000000,0.252,0.206,33000000
"35","MessagePack",4000000,0.375,0.283,44000000
"36","MessagePack",5000000,0.52,0.394,55000000
"37","Json",100,0.058,0.041,6701
"38","Json",1000,0.005,0.01,67001
"39","Json",10000,0.013,0.031,670001
"40","Json",20000,0.011,0.02,1340001
"41","Json",100000,0.049,0.045,6700001
"42","Json",200000,0.039,0.07,13400001
"43","Json",500000,0.094,0.231,33500001
"44","Json",1000000,0.195,0.424,67000001
"45","Json",2000000,0.355,0.771,134000001
"46","Json",3000000,0.649,1.474,201000001
"47","Json",4000000,0.82,2.311,268000001
"48","Json",5000000,1.005,2.494,335000001
"49","Avro",100,0.003,0,1248
"50","Avro",1000,0.003,0.001,10249
"51","Avro",10000,0.004,0.001,100270
"52","Avro",20000,0.006,0.002,200311
"53","Avro",100000,0.036,0.012,1000564
"54","Avro",200000,0.033,0.022,2000900
"55","Avro",500000,0.088,0.067,5001886
"56","Avro",1000000,0.171,0.128,10003525
"57","Avro",2000000,0.324,0.267,20006801
"58","Avro",3000000,0.535,0.382,30010077
"59","Avro",4000000,0.67,0.499,40013353
"60","Avro",5000000,0.833,0.566,50016650
"61","Kryo",100,0,0,115
"62","Kryo",1000,0,0,1015
"63","Kryo",10000,0,0,10016
"64","Kryo",20000,0,0.001,20016
"65","Kryo",100000,0,0.002,100016
"66","Kryo",200000,0,0.003,200016
"67","Kryo",500000,0,0.007,500016
"68","Kryo",1000000,0,0.014,1000016
"69","Kryo",2000000,0,0.03,2000017
"70","Kryo",3000000,0,0.043,3000017
"71","Kryo",4000000,0,0.058,4000017
"72","Kryo",5000000,0,0.074,5000017
"73","MessagePack",100,0.002,0,1100
"74","MessagePack",1000,0.002,0,11000
"75","MessagePack",10000,0.003,0.001,110000
"76","MessagePack",20000,0.004,0.002,220000
"77","MessagePack",100000,0.01,0.006,1100000
"78","MessagePack",200000,0.017,0.011,2200000
"79","MessagePack",500000,0.041,0.03,5500000
"80","MessagePack",1000000,0.088,0.069,11000000
"81","MessagePack",2000000,0.167,0.122,22000000
"82","MessagePack",3000000,0.265,0.193,33000000
"83","MessagePack",4000000,0.387,0.257,44000000
"84","MessagePack",5000000,0.461,0.304,55000000
"85","Json",100,0.003,0,6701
"86","Json",1000,0.003,0,67001
"87","Json",10000,0.004,0.003,670001
"88","Json",20000,0.008,0.007,1340001
"89","Json",100000,0.021,0.035,6700001
"90","Json",200000,0.037,0.07,13400001
"91","Json",500000,0.089,0.171,33500001
"92","Json",1000000,0.192,0.436,67000001
"93","Json",2000000,0.347,0.833,134000001
"94","Json",3000000,0.595,1.583,201000001
"95","Json",4000000,0.854,2.312,268000001
"96","Json",5000000,0.951,4.873,335000001
"97","Avro",100,0.003,0,1248
"98","Avro",1000,0.002,0,10249
"99","Avro",10000,0.004,0.001,100270
"100","Avro",20000,0.005,0.003,200311
"101","Avro",100000,0.017,0.011,1000564
"102","Avro",200000,0.033,0.022,2000900
"103","Avro",500000,0.079,0.055,5001886
"104","Avro",1000000,0.156,0.133,10003525
"105","Avro",2000000,0.321,0.235,20006801
"106","Avro",3000000,0.566,0.332,30010077
"107","Avro",4000000,0.644,0.447,40013353
"108","Avro",5000000,0.829,0.587,50016650
"109","Kryo",100,0,0,115
"110","Kryo",1000,0,0.001,1015
"111","Kryo",10000,0,0,10016
"112","Kryo",20000,0,0.001,20016
"113","Kryo",100000,0,0.002,100016
"114","Kryo",200000,0,0.003,200016
"115","Kryo",500000,0,0.007,500016
"116","Kryo",1000000,0,0.014,1000016
"117","Kryo",2000000,0,0.045,2000017
"118","Kryo",3000000,0,0.043,3000017
"119","Kryo",4000000,0,0.057,4000017
"120","Kryo",5000000,0,0.073,5000017
"121","MessagePack",100,0.003,0,1100
"122","MessagePack",1000,0.002,0,11000
"123","MessagePack",10000,0.003,0.001,110000
"124","MessagePack",20000,0.004,0.001,220000
"125","MessagePack",100000,0.011,0.006,1100000
"126","MessagePack",200000,0.017,0.012,2200000
"127","MessagePack",500000,0.041,0.029,5500000
"128","MessagePack",1000000,0.078,0.058,11000000
"129","MessagePack",2000000,0.171,0.121,22000000
"130","MessagePack",3000000,0.245,0.189,33000000
"131","MessagePack",4000000,0.378,0.301,44000000
"132","MessagePack",5000000,0.448,0.352,55000000
"133","Json",100,0.003,0,6701
"134","Json",1000,0.002,0.001,67001
"135","Json",10000,0.005,0.004,670001
"136","Json",20000,0.007,0.007,1340001
"137","Json",100000,0.021,0.033,6700001
"138","Json",200000,0.04,0.074,13400001
"139","Json",500000,0.088,0.194,33500001
"140","Json",1000000,0.206,0.47,67000001
"141","Json",2000000,0.352,0.774,134000001
"142","Json",3000000,0.634,1.577,201000001
"143","Json",4000000,0.864,2.366,268000001
"144","Json",5000000,1.052,2.583,335000001
"145","Avro",100,0.003,0,1248
"146","Avro",1000,0.002,0.001,10249
"147","Avro",10000,0.004,0.001,100270
"148","Avro",20000,0.005,0.003,200311
"149","Avro",100000,0.024,0.012,1000564
"150","Avro",200000,0.032,0.027,2000900
"151","Avro",500000,0.086,0.054,5001886
"152","Avro",1000000,0.151,0.111,10003525
"153","Avro",2000000,0.309,0.223,20006801
"154","Avro",3000000,0.459,0.328,30010077
"155","Avro",4000000,0.648,0.451,40013353
"156","Avro",5000000,1.095,0.636,50016650
"157","Kryo",100,0,0,115
"158","Kryo",1000,0,0,1015
"159","Kryo",10000,0,0,10016
"160","Kryo",20000,0,0,20016
"161","Kryo",100000,0,0.001,100016
"162","Kryo",200000,0,0.003,200016
"163","Kryo",500000,0,0.007,500016
"164","Kryo",1000000,0,0.014,1000016
"165","Kryo",2000000,0,0.028,2000017
"166","Kryo",3000000,0,0.043,3000017
"167","Kryo",4000000,0,0.057,4000017
"168","Kryo",5000000,0,0.077,5000017
"169","MessagePack",100,0.002,0,1100
"170","MessagePack",1000,0.003,0,11000
"171","MessagePack",10000,0.003,0.001,110000
"172","MessagePack",20000,0.004,0.002,220000
"173","MessagePack",100000,0.01,0.006,1100000
"174","MessagePack",200000,0.017,0.012,2200000
"175","MessagePack",500000,0.041,0.029,5500000
"176","MessagePack",1000000,0.084,0.058,11000000
"177","MessagePack",2000000,0.154,0.116,22000000
"178","MessagePack",3000000,0.267,0.289,33000000
"179","MessagePack",4000000,0.35,0.289,44000000
"180","MessagePack",5000000,0.425,0.331,55000000
"181","Json",100,0.003,0,6701
"182","Json",1000,0.003,0,67001
"183","Json",10000,0.004,0.004,670001
"184","Json",20000,0.006,0.007,1340001
"185","Json",100000,0.02,0.042,6700001
"186","Json",200000,0.039,0.066,13400001
"187","Json",500000,0.101,0.164,33500001
"188","Json",1000000,0.175,0.409,67000001
"189","Json",2000000,0.371,0.795,134000001
"190","Json",3000000,0.622,1.557,201000001
"191","Json",4000000,1.18,2.446,268000001
"192","Json",5000000,1.052,2.614,335000001
"193","Avro",100,0.002,0.001,1248
"194","Avro",1000,0.002,0,10249
"195","Avro",10000,0.003,0.002,100270
"196","Avro",20000,0.005,0.003,200311
"197","Avro",100000,0.017,0.011,1000564
"198","Avro",200000,0.033,0.021,2000900
"199","Avro",500000,0.078,0.054,5001886
"200","Avro",1000000,0.148,0.133,10003525
"201","Avro",2000000,0.356,0.244,20006801
"202","Avro",3000000,0.521,0.425,30010077
"203","Avro",4000000,0.669,0.453,40013353
"204","Avro",5000000,0.835,0.562,50016650
"205","Kryo",100,0,0,115
"206","Kryo",1000,0,0,1015
"207","Kryo",10000,0,0.001,10016
"208","Kryo",20000,0,0,20016
"209","Kryo",100000,0,0.001,100016
"210","Kryo",200000,0,0.003,200016
"211","Kryo",500000,0,0.008,500016
"212","Kryo",1000000,0,0.015,1000016
"213","Kryo",2000000,0,0.029,2000017
"214","Kryo",3000000,0,0.045,3000017
"215","Kryo",4000000,0,0.06,4000017
"216","Kryo",5000000,0,0.108,5000017
"217","MessagePack",100,0.002,0,1100
"218","MessagePack",1000,0.002,0,11000
"219","MessagePack",10000,0.003,0.001,110000
"220","MessagePack",20000,0.004,0.001,220000
"221","MessagePack",100000,0.01,0.006,1100000
"222","MessagePack",200000,0.018,0.013,2200000
"223","MessagePack",500000,0.045,0.035,5500000
"224","MessagePack",1000000,0.078,0.058,11000000
"225","MessagePack",2000000,0.158,0.127,22000000
"226","MessagePack",3000000,0.245,0.221,33000000
"227","MessagePack",4000000,0.364,0.361,44000000
"228","MessagePack",5000000,0.418,0.358,55000000
"229","Json",100,0.003,0.001,6701
"230","Json",1000,0.003,0,67001
"231","Json",10000,0.005,0.004,670001
"232","Json",20000,0.007,0.007,1340001
"233","Json",100000,0.02,0.033,6700001
"234","Json",200000,0.039,0.076,13400001
"235","Json",500000,0.09,0.167,33500001
"236","Json",1000000,0.179,0.397,67000001
"237","Json",2000000,0.363,0.814,134000001
"238","Json",3000000,0.625,1.517,201000001
"239","Json",4000000,0.882,2.499,268000001
"240","Json",5000000,1.038,2.573,335000001
"241","Avro",100,0.002,0.001,1248
"242","Avro",1000,0.002,0,10249
"243","Avro",10000,0.003,0.001,100270
"244","Avro",20000,0.005,0.003,200311
"245","Avro",100000,0.017,0.01,1000564
"246","Avro",200000,0.033,0.021,2000900
"247","Avro",500000,0.078,0.054,5001886
"248","Avro",1000000,0.166,0.104,10003525
"249","Avro",2000000,0.3,0.23,20006801
"250","Avro",3000000,0.564,0.353,30010077
"251","Avro",4000000,0.678,0.575,40013353
"252","Avro",5000000,1.092,0.613,50016650
"253","Kryo",100,0,0,115
"254","Kryo",1000,0,0,1015
"255","Kryo",10000,0,0,10016
"256","Kryo",20000,0,0.001,20016
"257","Kryo",100000,0,0.002,100016
"258","Kryo",200000,0,0.003,200016
"259","Kryo",500000,0,0.007,500016
"260","Kryo",1000000,0,0.014,1000016
"261","Kryo",2000000,0,0.029,2000017
"262","Kryo",3000000,0,0.044,3000017
"263","Kryo",4000000,0,0.067,4000017
"264","Kryo",5000000,0,0.072,5000017
"265","MessagePack",100,0.002,0.001,1100
"266","MessagePack",1000,0.002,0,11000
"267","MessagePack",10000,0.003,0.001,110000
"268","MessagePack",20000,0.003,0.002,220000
"269","MessagePack",100000,0.015,0.006,1100000
"270","MessagePack",200000,0.017,0.012,2200000
"271","MessagePack",500000,0.042,0.03,5500000
"272","MessagePack",1000000,0.086,0.059,11000000
"273","MessagePack",2000000,0.172,0.115,22000000
"274","MessagePack",3000000,0.27,0.222,33000000
"275","MessagePack",4000000,0.344,0.319,44000000
"276","MessagePack",5000000,0.398,0.332,55000000
"277","Json",100,0.003,0,6701
"278","Json",1000,0.002,0.001,67001
"279","Json",10000,0.004,0.004,670001
"280","Json",20000,0.012,0.007,1340001
"281","Json",100000,0.02,0.033,6700001
"282","Json",200000,0.044,0.078,13400001
"283","Json",500000,0.091,0.175,33500001
"284","Json",1000000,0.239,0.456,67000001
"285","Json",2000000,0.376,0.805,134000001
"286","Json",3000000,0.564,1.393,201000001
"287","Json",4000000,0.81,2.483,268000001
"288","Json",5000000,1.064,2.701,335000001
"289","Avro",100,0.002,0.001,1248
"290","Avro",1000,0.002,0,10249
"291","Avro",10000,0.003,0.002,100270
"292","Avro",20000,0.004,0.003,200311
"293","Avro",100000,0.019,0.011,1000564
"294","Avro",200000,0.032,0.022,2000900
"295","Avro",500000,0.079,0.054,5001886
"296","Avro",1000000,0.151,0.105,10003525
"297","Avro",2000000,0.301,0.244,20006801
"298","Avro",3000000,0.578,0.367,30010077
"299","Avro",4000000,0.736,0.45,40013353
"300","Avro",5000000,0.978,0.625,50016650
"301","Kryo",100,0,0,115
"302","Kryo",1000,0,0,1015
"303","Kryo",10000,0,0,10016
"304","Kryo",20000,0,0,20016
"305","Kryo",100000,0,0.002,100016
"306","Kryo",200000,0,0.004,200016
"307","Kryo",500000,0,0.008,500016
"308","Kryo",1000000,0,0.014,1000016
"309","Kryo",2000000,0,0.03,2000017
"310","Kryo",3000000,0,0.044,3000017
"311","Kryo",4000000,0,0.064,4000017
"312","Kryo",5000000,0,0.102,5000017
"313","MessagePack",100,0.003,0,1100
"314","MessagePack",1000,0.002,0,11000
"315","MessagePack",10000,0.003,0,110000
"316","MessagePack",20000,0.004,0.001,220000
"317","MessagePack",100000,0.01,0.006,1100000
"318","MessagePack",200000,0.018,0.012,2200000
"319","MessagePack",500000,0.043,0.031,5500000
"320","MessagePack",1000000,0.088,0.059,11000000
"321","MessagePack",2000000,0.173,0.122,22000000
"322","MessagePack",3000000,0.244,0.192,33000000
"323","MessagePack",4000000,0.326,0.259,44000000
"324","MessagePack",5000000,0.434,0.358,55000000
"325","Json",100,0.003,0,6701
"326","Json",1000,0.003,0,67001
"327","Json",10000,0.004,0.004,670001
"328","Json",20000,0.006,0.007,1340001
"329","Json",100000,0.019,0.032,6700001
"330","Json",200000,0.038,0.075,13400001
"331","Json",500000,0.103,0.167,33500001
"332","Json",1000000,0.328,0.409,67000001
"333","Json",2000000,0.356,0.846,134000001
"334","Json",3000000,0.637,1.511,201000001
"335","Json",4000000,0.776,2.299,268000001
"336","Json",5000000,1.011,2.737,335000001
"337","Avro",100,0.002,0,1248
"338","Avro",1000,0.003,0,10249
"339","Avro",10000,0.003,0.001,100270
"340","Avro",20000,0.006,0.002,200311
"341","Avro",100000,0.018,0.01,1000564
"342","Avro",200000,0.032,0.022,2000900
"343","Avro",500000,0.08,0.055,5001886
"344","Avro",1000000,0.15,0.105,10003525
"345","Avro",2000000,0.303,0.233,20006801
"346","Avro",3000000,0.523,0.364,30010077
"347","Avro",4000000,0.648,0.538,40013353
"348","Avro",5000000,1.137,0.613,50016650
"349","Kryo",100,0,0,115
"350","Kryo",1000,0,0,1015
"351","Kryo",10000,0,0.001,10016
"352","Kryo",20000,0,0.001,20016
"353","Kryo",100000,0,0.002,100016
"354","Kryo",200000,0,0.003,200016
"355","Kryo",500000,0,0.007,500016
"356","Kryo",1000000,0,0.015,1000016
"357","Kryo",2000000,0,0.029,2000017
"358","Kryo",3000000,0,0.043,3000017
"359","Kryo",4000000,0,0.068,4000017
"360","Kryo",5000000,0,0.079,5000017
"361","MessagePack",100,0.003,0,1100
"362","MessagePack",1000,0.003,0,11000
"363","MessagePack",10000,0.003,0.001,110000
"364","MessagePack",20000,0.003,0.002,220000
"365","MessagePack",100000,0.01,0.006,1100000
"366","MessagePack",200000,0.022,0.012,2200000
"367","MessagePack",500000,0.043,0.03,5500000
"368","MessagePack",1000000,0.082,0.061,11000000
"369","MessagePack",2000000,0.178,0.136,22000000
"370","MessagePack",3000000,0.237,0.191,33000000
"371","MessagePack",4000000,0.316,0.24,44000000
"372","MessagePack",5000000,0.447,0.321,55000000
"373","Json",100,0.003,0,6701
"374","Json",1000,0.003,0.001,67001
"375","Json",10000,0.005,0.004,670001
"376","Json",20000,0.006,0.008,1340001
"377","Json",100000,0.02,0.033,6700001
"378","Json",200000,0.044,0.102,13400001
"379","Json",500000,0.091,0.166,33500001
"380","Json",1000000,0.192,0.419,67000001
"381","Json",2000000,0.378,0.832,134000001
"382","Json",3000000,0.623,1.522,201000001
"383","Json",4000000,0.787,2.288,268000001
"384","Json",5000000,0.992,2.619,335000001
"385","Avro",100,0.002,0,1248
"386","Avro",1000,0.003,0.001,10249
"387","Avro",10000,0.003,0.001,100270
"388","Avro",20000,0.005,0.002,200311
"389","Avro",100000,0.017,0.011,1000564
"390","Avro",200000,0.033,0.022,2000900
"391","Avro",500000,0.084,0.054,5001886
"392","Avro",1000000,0.149,0.104,10003525
"393","Avro",2000000,0.304,0.211,20006801
"394","Avro",3000000,0.479,0.34,30010077
"395","Avro",4000000,0.674,0.478,40013353
"396","Avro",5000000,0.981,0.649,50016650
"397","Kryo",100,0,0,115
"398","Kryo",1000,0,0,1015
"399","Kryo",10000,0,0.001,10016
"400","Kryo",20000,0,0,20016
"401","Kryo",100000,0,0.002,100016
"402","Kryo",200000,0,0.003,200016
"403","Kryo",500000,0,0.007,500016
"404","Kryo",1000000,0,0.014,1000016
"405","Kryo",2000000,0,0.029,2000017
"406","Kryo",3000000,0,0.044,3000017
"407","Kryo",4000000,0,0.061,4000017
"408","Kryo",5000000,0,0.113,5000017
"409","MessagePack",100,0.003,0,1100
"410","MessagePack",1000,0.002,0,11000
"411","MessagePack",10000,0.004,0,110000
"412","MessagePack",20000,0.004,0.001,220000
"413","MessagePack",100000,0.011,0.006,1100000
"414","MessagePack",200000,0.017,0.012,2200000
"415","MessagePack",500000,0.043,0.03,5500000
"416","MessagePack",1000000,0.078,0.057,11000000
"417","MessagePack",2000000,0.227,0.144,22000000
"418","MessagePack",3000000,0.277,0.186,33000000
"419","MessagePack",4000000,0.389,0.25,44000000
"420","MessagePack",5000000,0.499,0.396,55000000
"421","Json",100,0.003,0.001,6701
"422","Json",1000,0.003,0,67001
"423","Json",10000,0.005,0.003,670001
"424","Json",20000,0.012,0.007,1340001
"425","Json",100000,0.021,0.033,6700001
"426","Json",200000,0.038,0.082,13400001
"427","Json",500000,0.106,0.234,33500001
"428","Json",1000000,0.215,0.452,67000001
"429","Json",2000000,0.378,0.834,134000001
"430","Json",3000000,0.693,1.533,201000001
"431","Json",4000000,0.812,2.301,268000001
"432","Json",5000000,1.024,2.7,335000001
"433","Avro",100,0.002,0,1248
"434","Avro",1000,0.002,0,10249
"435","Avro",10000,0.003,0.002,100270
"436","Avro",20000,0.006,0.002,200311
"437","Avro",100000,0.017,0.011,1000564
"438","Avro",200000,0.033,0.022,2000900
"439","Avro",500000,0.079,0.056,5001886
"440","Avro",1000000,0.149,0.106,10003525
"441","Avro",2000000,0.315,0.237,20006801
"442","Avro",3000000,0.551,0.37,30010077
"443","Avro",4000000,0.672,0.466,40013353
"444","Avro",5000000,0.909,0.576,50016650
"445","Kryo",100,0,0,115
"446","Kryo",1000,0,0.001,1015
"447","Kryo",10000,0,0,10016
"448","Kryo",20000,0,0,20016
"449","Kryo",100000,0,0.001,100016
"450","Kryo",200000,0,0.003,200016
"451","Kryo",500000,0,0.008,500016
"452","Kryo",1000000,0,0.015,1000016
"453","Kryo",2000000,0,0.03,2000017
"454","Kryo",3000000,0,0.045,3000017
"455","Kryo",4000000,0,0.059,4000017
"456","Kryo",5000000,0,0.089,5000017
"457","MessagePack",100,0.002,0,1100
"458","MessagePack",1000,0.005,0,11000
"459","MessagePack",10000,0.004,0.002,110000
"460","MessagePack",20000,0.004,0.001,220000
"461","MessagePack",100000,0.011,0.006,1100000
"462","MessagePack",200000,0.018,0.012,2200000
"463","MessagePack",500000,0.043,0.03,5500000
"464","MessagePack",1000000,0.106,0.075,11000000
"465","MessagePack",2000000,0.163,0.116,22000000
"466","MessagePack",3000000,0.251,0.181,33000000
"467","MessagePack",4000000,0.314,0.24,44000000
"468","MessagePack",5000000,0.454,0.318,55000000
"469","Json",100,0.002,0,6701
"470","Json",1000,0.003,0,67001
"471","Json",10000,0.005,0.003,670001
"472","Json",20000,0.012,0.007,1340001
"473","Json",100000,0.02,0.039,6700001
"474","Json",200000,0.036,0.066,13400001
"475","Json",500000,0.087,0.196,33500001
"476","Json",1000000,0.317,0.498,67000001
"477","Json",2000000,0.37,0.777,134000001
"478","Json",3000000,0.644,1.542,201000001
"479","Json",4000000,0.816,2.304,268000001
"480","Json",5000000,1.064,2.833,335000001
"481","Avro",100,0.002,0,1248
"482","Avro",1000,0.002,0,10249
"483","Avro",10000,0.003,0.002,100270
"484","Avro",20000,0.005,0.002,200311
"485","Avro",100000,0.017,0.011,1000564
"486","Avro",200000,0.033,0.021,2000900
"487","Avro",500000,0.086,0.055,5001886
"488","Avro",1000000,0.15,0.117,10003525
"489","Avro",2000000,0.309,0.24,20006801
"490","Avro",3000000,0.626,0.377,30010077
"491","Avro",4000000,0.751,0.502,40013353
"492","Avro",5000000,0.984,0.582,50016650
"493","Kryo",100,0,0,115
"494","Kryo",1000,0,0,1015
"495","Kryo",10000,0,0,10016
"496","Kryo",20000,0,0,20016
"497","Kryo",100000,0,0.001,100016
"498","Kryo",200000,0,0.003,200016
"499","Kryo",500000,0,0.008,500016
"500","Kryo",1000000,0,0.014,1000016
"501","Kryo",2000000,0,0.029,2000017
"502","Kryo",3000000,0,0.043,3000017
"503","Kryo",4000000,0,0.07,4000017
"504","Kryo",5000000,0,0.072,5000017
"505","MessagePack",100,0.002,0,1100
"506","MessagePack",1000,0.003,0,11000
"507","MessagePack",10000,0.003,0.001,110000
"508","MessagePack",20000,0.004,0.001,220000
"509","MessagePack",100000,0.01,0.005,1100000
"510","MessagePack",200000,0.018,0.012,2200000
"511","MessagePack",500000,0.04,0.034,5500000
"512","MessagePack",1000000,0.091,0.073,11000000
"513","MessagePack",2000000,0.164,0.116,22000000
"514","MessagePack",3000000,0.242,0.183,33000000
"515","MessagePack",4000000,0.324,0.271,44000000
"516","MessagePack",5000000,0.528,0.333,55000000
"517","Json",100,0.003,0,6701
"518","Json",1000,0.005,0.001,67001
"519","Json",10000,0.004,0.004,670001
"520","Json",20000,0.007,0.007,1340001
"521","Json",100000,0.021,0.034,6700001
"522","Json",200000,0.038,0.067,13400001
"523","Json",500000,0.101,0.18,33500001
"524","Json",1000000,0.203,0.487,67000001
"525","Json",2000000,0.402,0.837,134000001
"526","Json",3000000,0.612,1.593,201000001
"527","Json",4000000,0.86,2.263,268000001
"528","Json",5000000,1.034,2.689,335000001
"529","Avro",100,0.002,0.001,1248
"530","Avro",1000,0.002,0.001,10249
"531","Avro",10000,0.004,0.001,100270
"532","Avro",20000,0.005,0.002,200311
"533","Avro",100000,0.017,0.011,1000564
"534","Avro",200000,0.032,0.021,2000900
"535","Avro",500000,0.078,0.054,5001886
"536","Avro",1000000,0.149,0.135,10003525
"537","Avro",2000000,0.3,0.262,20006801
"538","Avro",3000000,0.467,0.33,30010077
"539","Avro",4000000,0.704,0.497,40013353
"540","Avro",5000000,0.824,0.606,50016650
"541","Kryo",100,0,0,115
"542","Kryo",1000,0,0,1015
"543","Kryo",10000,0,0,10016
"544","Kryo",20000,0,0,20016
"545","Kryo",100000,0,0.001,100016
"546","Kryo",200000,0,0.003,200016
"547","Kryo",500000,0,0.007,500016
"548","Kryo",1000000,0,0.015,1000016
"549","Kryo",2000000,0,0.04,2000017
"550","Kryo",3000000,0,0.043,3000017
"551","Kryo",4000000,0,0.074,4000017
"552","Kryo",5000000,0,0.075,5000017
"553","MessagePack",100,0.002,0,1100
"554","MessagePack",1000,0.003,0,11000
"555","MessagePack",10000,0.003,0.001,110000
"556","MessagePack",20000,0.004,0.001,220000
"557","MessagePack",100000,0.01,0.006,1100000
"558","MessagePack",200000,0.017,0.012,2200000
"559","MessagePack",500000,0.041,0.03,5500000
"560","MessagePack",1000000,0.083,0.061,11000000
"561","MessagePack",2000000,0.196,0.157,22000000
"562","MessagePack",3000000,0.275,0.235,33000000
"563","MessagePack",4000000,0.365,0.276,44000000
"564","MessagePack",5000000,0.609,0.322,55000000
"565","Json",100,0.002,0,6701
"566","Json",1000,0.003,0,67001
"567","Json",10000,0.004,0.004,670001
"568","Json",20000,0.013,0.008,1340001
"569","Json",100000,0.021,0.034,6700001
"570","Json",200000,0.038,0.066,13400001
"571","Json",500000,0.092,0.166,33500001
"572","Json",1000000,0.206,0.403,67000001
"573","Json",2000000,0.538,0.777,134000001
"574","Json",3000000,0.613,1.448,201000001
"575","Json",4000000,0.906,2.297,268000001
"576","Json",5000000,1.051,2.683,335000001
"577","Avro",100,0.018,0,1248
"578","Avro",1000,0.002,0,10249
"579","Avro",10000,0.003,0.001,100270
"580","Avro",20000,0.005,0.002,200311
"581","Avro",100000,0.018,0.011,1000564
"582","Avro",200000,0.034,0.021,2000900
"583","Avro",500000,0.08,0.055,5001886
"584","Avro",1000000,0.153,0.109,10003525
"585","Avro",2000000,0.308,0.22,20006801
"586","Avro",3000000,0.465,0.326,30010077
"587","Avro",4000000,0.753,0.482,40013353
"588","Avro",5000000,0.95,0.557,50016650
"589","Kryo",100,0,0,115
"590","Kryo",1000,0,0,1015
"591","Kryo",10000,0,0.001,10016
"592","Kryo",20000,0,0.001,20016
"593","Kryo",100000,0,0.002,100016
"594","Kryo",200000,0,0.003,200016
"595","Kryo",500000,0,0.008,500016
"596","Kryo",1000000,0,0.015,1000016
"597","Kryo",2000000,0,0.029,2000017
"598","Kryo",3000000,0,0.044,3000017
"599","Kryo",4000000,0,0.081,4000017
"600","Kryo",5000000,0,0.072,5000017
"601","MessagePack",100,0.002,0,1100
"602","MessagePack",1000,0.003,0,11000
"603","MessagePack",10000,0.003,0,110000
"604","MessagePack",20000,0.004,0.002,220000
"605","MessagePack",100000,0.01,0.007,1100000
"606","MessagePack",200000,0.018,0.012,2200000
"607","MessagePack",500000,0.045,0.03,5500000
"608","MessagePack",1000000,0.079,0.059,11000000
"609","MessagePack",2000000,0.154,0.146,22000000
"610","MessagePack",3000000,0.303,0.229,33000000
"611","MessagePack",4000000,0.342,0.267,44000000
"612","MessagePack",5000000,0.564,0.301,55000000
"613","Json",100,0.003,0,6701
"614","Json",1000,0.003,0,67001
"615","Json",10000,0.005,0.003,670001
"616","Json",20000,0.006,0.007,1340001
"617","Json",100000,0.03,0.033,6700001
"618","Json",200000,0.036,0.071,13400001
"619","Json",500000,0.086,0.161,33500001
"620","Json",1000000,0.171,0.401,67000001
"621","Json",2000000,0.356,0.792,134000001
"622","Json",3000000,0.553,1.489,201000001
"623","Json",4000000,0.82,2.356,268000001
"624","Json",5000000,1.083,2.561,335000001
"625","Avro",100,0.002,0,1248
"626","Avro",1000,0.002,0.001,10249
"627","Avro",10000,0.003,0.001,100270
"628","Avro",20000,0.005,0.003,200311
"629","Avro",100000,0.018,0.01,1000564
"630","Avro",200000,0.033,0.021,2000900
"631","Avro",500000,0.077,0.054,5001886
"632","Avro",1000000,0.149,0.103,10003525
"633","Avro",2000000,0.297,0.259,20006801
"634","Avro",3000000,0.505,0.378,30010077
"635","Avro",4000000,0.676,0.555,40013353
"636","Avro",5000000,0.795,0.59,50016650
"637","Kryo",100,0,0,115
"638","Kryo",1000,0,0,1015
"639","Kryo",10000,0,0,10016
"640","Kryo",20000,0,0.001,20016
"641","Kryo",100000,0,0.001,100016
"642","Kryo",200000,0,0.003,200016
"643","Kryo",500000,0,0.008,500016
"644","Kryo",1000000,0,0.014,1000016
"645","Kryo",2000000,0,0.03,2000017
"646","Kryo",3000000,0,0.043,3000017
"647","Kryo",4000000,0,0.062,4000017
